realid,numberid,lab,treatment,response,ideology_ra,left,extreme
128,210,1,1,"Economic inequality has been a problem ever since people started collecting items that they believed to be valuable. In the United States, I believe it is a slight problem, but not as large as the media portrays it as. I believe in equality of opportunity NOT equality of outcome. Everyone should be given similar tools to achieve success, but what they do with those tools is entirely up to them as an individual. Some people are driven to be very wealthy and money is a good incentive, while others would rather enjoy time with their family. This is a diference in choice rather than systematic economic prejusdice. I believe in a social welfare net to help people get back on their feet, but not for an extended period of time. If people are capable of working then they need to work. I would believe in government work programs. For example, those who obtain welfare must work 2 days a week for the local government doing any reasonable task to improve the community and country.Regarding economic inequality, I would like to see an improvement in the education of the youth.",0,0,1
137,211,1,0,"I believe that there is a large gap between the rich and the poor. I think that poverty is a problem, but not that it is souly ht governments resposibility ot deal with it. The free market economic system makes for wealth gaps but is nessisary to create the drive to inovate or work hard in a way that contributes ot society as a whole.",0,0,0
149,212,1,0,"Economic inequality is a kind of issue in America, and yet, each system has their side effects. Democracy and capitalism may create a lot of issues, but it is the econoic inequality motivates people to work hard",0,0,0
166,213,1,1,"Yes, there is economic inequality in the US and the government should try to reduce the disparity. One thing is to change the tax brackets and percentage for each bracket. Money can be made easier by already having money which puts those without at a disadvantage and those people are also taken advantage of by those with lots of money and power. Money leads to political power and having inequality of wealth lowers some people's voice.",1,1,0
173,214,1,0,"Yes, I do believe that economic inequality is an issue in the United States. There is far too big of a top between the richest of the rich and even the middle class. The government should impose higher income taxes on the wealthiest Americans in order to fund government programs.",1,1,0
176,215,1,1,"Yes, economic inequality is a problem. The most wealthy three people in the US control as much wealth as the bottom 50% of the population. I think there are many policies we could implement to address this problem but the most important policy is a 70-80% marginal tax rate.",1,1,0
186,216,1,1,"I do not think economic inequality is a problem in the united states, people with money work hard to get where they are and people without money although it is difficult to start a business with no money they have every opportunity to atleast try to be successful. I think the economic status of america should stay as is. Capitalism is what this country was founded on.",0,0,1
192,217,1,1,I do not think that econimic inequality is a problem.,0,0,0
195,218,1,0,No. The people who usually has more money is becuase they usually have a better ducation and worked harder to get where they are then most people who arent rick,0,0,0
198,219,1,1,"I am not very well informed on the gap between the rich and the poor, but I do believe that income inequality is a problem, and there should be some policy to help those in need.",1,0,0
202,220,1,1,I think it is a problem in the US and I think policies should be implemented to fix this issue (although I do not know any specific policies).  I believe in equality among all standards and I think that the lower taxes on the wealthier people is unfair.,1,1,0
206,221,1,1,"Econmic inequality is a huge problem in the United States, especially when taking into account how hard it is to escape poverty. Change needs to happen in order to help US citizens, again, get away from poverty because, again, it is incredibly difficult to go from impoverished to middle class. The number of people below the poverty line is astounding. True socialism would help bridge the gap between people below and way above the poverty line. Free college would be another good step as finding a good paying job without a degree is nearly impossible (finding a job even with a degree is hard). Raising the minimum wage and providing more benefits, including free health care, would also be good steps to take. While all of these things can't happen at once at the intensity that they need to be at in  order to make as huge of a change that needs to be made, these things need to start happening. Slowly, by implementing these policies, bridging the gap between the impoverished and the rich can be made possible.",1,1,1
220,222,1,1,"I think economic inequality is an issue however it would be very hard to completely eradicate it without creating more issues. The government could try to pursue policies that reduce the inequality however they might contradict themselves and unravel more issues that went unnoticed. Policies could include different taxation laws on companies and individuals, allowing those with lesser incomes to be able to get more tax breaks than their counterparts.",1,0,0
224,223,1,1,"I don't understand enough about economics to weigh in on the issue in a really meaningful way, but I think income inequality is a huge issue in the US right now. I think anti-trust laws need to be updated to fit the new age of online businesses and market places and I believe more workers for such large companies (Amazon for example) should be allowed to unionize without threats and intimidation by said companies. I believe the childcare should be provided by the government for parents who need to work to support their families, and I believe the minimum wage needs to be increased to accomodate household expenses in a country with a rising cost of living.",1,1,1
232,224,1,1,,NA,NA,NA
239,225,1,0,"I believe that economic inequality is a problem in the United States. The government should explore more options to help boost the economic stability of the poor. I think that the most useful solution would be sheer generosity. Companies would lower prices for essential items and fortunate people would give more of their money to the poor. This would eliminate the potential for inflation that would occur if the minimum wage is increased. However, I do not believe that this will actually happen as no one can be forced to be cheritable and it is unethical to try to enforce rules regarding charity. I do not support a large increase in minimum wage but am open to a slight raise in order to view the magnitude of its effect on economic prosperity in the US.",1,0,0
246,226,1,1,"I do not think income inquality is a problem in the US. I think the government should do all it can to lift the people who are at the lowest income level up but it is not the government's job to take away money from the wealthier past a responable extent. I don't have a problem with billionares and I also believe we need to support the lower classes as well. I want the US to focus on research and education as opposed to welfare. Welfare is helpful and necessary but is not a long term solution. These conclusions come from reading a lot of articles and books on the topic, I am an accounting major and taking business classes has lead me to think in this way.",0,0,0
250,227,1,1,"I do think that economic inequality is an issue in the United States. I believe that there are a handful of minorities that work their tails off to try and achieve success, but unfortunately it often does not turn out that way and they are left to find mediocre jobs rather than pursuing their passion. I believe that the first step to a more equal economic stream is accepting more minorities into universities to allow them to follow their passion and graduate. This will give them a better foundation to build off of in the employment world and gives them much more opportunities. In addition, I believe that women, especially those in the entertainment and business world, should receive around the same income as men do. The fact that men typically get paid much more than women who are in their same position do is absolutely ridiculous. Women have and still are becoming the bigger picture when it comes to getting a degree in more strenuous, challenging occupations. It is time for companies and the government to recognize this wave of change and welcome it.",1,0,0
254,228,1,1,"I think it is a problem and even though we could pursue changes to it, I think we have more pressing issues such as climate change and racism in the White House that we need to figure out before we move onto helping everyone become equal financially. People will not be truly equal until there is a mutual level of respect between all races and genders and sexual orientations, etc. We need to focus on other problems before economic equality.",1,1,0
261,229,1,0,"Yes, I believe that income inequality is a problem in the United States. I think that the government should pursue policies to reduce the issue, but be cautious when doing so. Leaders can't be blinded by the idealistic outcome of socialism. It has been tried before. It has failed before. Miserably. There's merrit in the argument that steps need to be taken. However, not enough has been said to answer the people who are opposed to it. Politics is just becoming more polarized due to leaders only talking to and sarisying their own political party members. Examples of fails: Venezuela, Cuba, literally just any failed government in history that had socialism implemented",1,0,0
276,230,1,1,"I believe economic inequality is an issue in the US. One way to help combat this would be to fix the tax bracket. The rich 1% or 0.1% are not taxed to their wealth in the same proportion as the bottom 99%, and I believe this should be changed.",1,1,0
283,231,1,0,Economic inequality is an issue in the united states. I am uneducated in the topic and do not have strong views on what the best government action should be.,1,0,0
292,232,1,1,"I think there is a income and wealth gap between groups in America. This gap should be reduced moderately using policies that will benefit the greatest number of people, which is not the upper class necessarily. I think there would be increased equity as a result of these policies, not necessarily equality.",1,0,0
305,233,1,0,"The only policies that I think the government should invest in is giving everyone as equal a chance as possible, but I believe people who work hard for their money should be rewarded. I don't think the wealth gap should be fixed if people on the poorer side have no motivation and don't work hard.",0,0,0
309,234,1,0,"The economic disparity in America is a severe problem that requires attention from our government and our society. There is no reason a human being should obtain billions or even millions of dollars while the rest of a population struggles, and many do not have the resources to survive. I feel that the US government should institute policies such as better welfare and healthcare systems, much higher taxes on the 1% and higher taxes on upper economic brackets, institute a higher minimum wage, and possibly create pay caps for those in power.",1,1,1
313,235,1,0,"Yes, and yes the govt. should do something. I would like to see more taxes on the the extremely wealthy and less on the opposite side. I support this statement because the people should be in control, not 1%.",1,1,0
317,236,1,0,"I do not necessarily see economic inequality as a problem as much as poverty. I see poverty as a problem. I do not care so much that there are extremely rich people. I care that there are very impoverished people. I would rather support a policy that raises the economic floor of the poor than a policy that would shave off from the top earners and distribute it to the bottom just in order to close an economic gap. The fact that there are super wealthy in the world is not the issue (unless they got there by nefarious means). The issue is that there are super poor in the world. I do believe the government should definitely tax the rich more than the poor because the rich can afford it. However, the tough part is finding that equilibrium between the two extremes.",1,1,0
326,237,1,1,"I don't think there is an economic inequality in United States. As we all know, since human are lazy, there's always a inequality between different social classes. However, government should persue policies economic equality. Although this is an impossible task, the side product during the process is beneficial to the whole society. As for policies, I thought Obama's health care program is a policy that regarding economic inequality.",1,0,0
330,238,1,1,I do think that economic inequality is a problem in the US. I think a policy that should be put into place is a higher minimun wage. I think that increasing the minimum wage is a good idea because it would take some of the money awya from CEOs and higher up people in the company and give it to people who are probably struggling to live.,1,1,0
339,239,1,0,"I think that economic equality is an issue in the United States. I believe that a different tax system would be one way to help adjust this issue. Taxing the rich more, for instance, and using that money to help the poor or simply taxing the poor less is one way to reduce this issue.",1,1,0
343,240,1,0,"I want to say yes we should reduce the gap. However, it then tips the scale of satsifaction to one side and SOON enough another issue will erupt. More new policies will then be implemented, and due to the fact that many minorities are on the lower end of the wage gap, privilege will then become a huge factor in how things will eventually turn out. Taking money away from people who's had it their whole life is something that is bound to be fought against. The subliminal hate of minorites will then surface in the sense that ""it is their fault that we are stripped from our wealth."" Hate groups would then begin to form, and as for the minorities with wealth, privlilege still remains on their side due to accessibility of higher end resources. A different kind, but still there. As much as we want to live in a perfect world with the wants and outcomes of goodness, kindess, fairness, eqaulity, what is now occurring will continue to linger. This obviosuly doesn't instill indifference in people as there are many activists today who strive for the right thing. However, their influence will onlly be impactful to a certain extent. It will touch the lives of a few pepole. Then the next day they will wake up in the same certain situation theey were once ine. I admire these activists, s, as they see abrighter side of evberything.",1,0,0
A10HOQZSWUIYHC,241,0,NA,"I believe that the state should only grant the same study opportunities to all people, and that by quality of each one they obtain the money they deserve",1,0,0
A10LQ8RUWDUI5U,242,0,NA,raising minimum wage,1,1,0
A11C2CUD2MG6JK,243,0,NA,"Yes, this is a major problem in the US. I think focusing on education is a good start. Giving children the same opportunities is a good way to set them up to be hard workers and contributers to our society. Too often, those in poorer sub groups do not receive good educations and therefore, they don't get set up to make good money.",1,1,0
A11FFJZ0C984W4,244,0,NA,"I do think that economic inequality is a huge problem in the United States. For people who are poor or born poor, there are not many opportunities for them to move up in class/income. Most people stay in the same class their whole life. The gap between the poor and the rich is only widening. I would like rich people to be taxed more heavily, same with businesses. We should give more opportunities to poor people including investing more in their schools and helping them into better job opportunities.",1,1,0
A11Q8U6QTT8KGF,245,0,NA,"Yes, I think there needs to be higher taxing of the 1% off extremely wealthy people.  This will help to provide more tax money to provide more aid and equality to poor people.  I think this is the only way I have heard that makes a little sense.",1,1,0
A13DAZN4KKE0FG,246,0,NA,"I think that economic inequality is a huge problem in our country. I feel that there is a large gap between the very rich and the very poor and something needs to be done about it. Perhaps raising minimum wage so that employees are more likely to reach a higher pay scale is one idea. Also, increasing taxes on the wealthy should help.",1,1,0
A17TKHT8FEVH0R,247,0,NA,A wealth tax because people shouldn't be rich just because of their relatives.,1,1,0
A18JA2145UWXG,248,0,NA,No. The government has no right to control wealth. You can't give without taking. Private charity is good enough to help those who are less fortunate.,0,0,1
A19WFIR31Z74EN,249,0,NA,The 1% is definately a problem there is to much of a gap where 1% has all the money and others fight for whatever is left over.,1,1,0
A1CTUG0RUGCY48,250,0,NA,"I'm an anarcho-capitalist who accepts the fundamental immorality of the state, so no I would not support any government policies to reduce income inequality. One of the reasons for high levels of income inequality are the state regulations which favor the wealthy and connected. Removing such regulations (like the corporate liability shield) would go a long way to prevent further growing disparities.",0,0,1
A1DX0Z20W07YOR,251,0,NA,I feel like the rich have more opportunities than the poor. Opportunities that are paid for or acquired from being a socialite. Rich people know powerful people. Poor people know other poor people. No advantages. I would like to see better assistance for poor people. Instead of turning in a list of jobs you applied for to get your food stamps. Turn in your weekly grades from a skills class that they put you in. Having a skill can give you confidence.,1,1,0
A1JWEKRBLSPL8S,252,0,NA,"I believe government should provide a basic income for people who are too sick to work.  Times are hard in the real world.  If you don't have money, no one will give you anything.",1,1,0
A1JWKT0IS06YKL,253,0,NA,"In some ways I think economic inequality is a problem, but I don't think there is any simple solution to fix it either. It can be ery difficult for people to work their way out of poverty. Its hard to build credit, if you cant build or maintain good credit, you don't quality for loans for school, cars, or houses. Without these things, it is very difficult to improve one's financial situation. On the otherhand, I don't agree with some people that the government should step in and redistribute wealth among the population to make it more equal. It just isn't fair to take from one to give to another, and when people just have things handed to them, they get lazy and more entitled.",0,0,0
A1K75ALN5NQIJM,254,0,NA,"While I don't think that the government should be a nanny state it should set some general standards so cases like the CEO of a company making thousands of times what the average worker of the company makes doesn't happen. It's one thing if they get it through investments, it's another entirely if they simply get paid a ton while their average worker suffers.",0,0,0
A1OPGPTQJ48XOY,255,0,NA,Some ways wherein the tax situations are evened out and are such that those at the top pay more to create more income from which governemnt can support lower income groups and enable them to live fulfilled lives,1,1,0
A1U8HCXVACOGJ8,256,0,NA,"Yes income inequality is a big problem in the U.S. Higher taxation of the ultra-rich should be implemented with those funds dispersed through social programs to the poorest individuals. Real world examples have the biggest impact on people especially if they can experience these examples in person. One place to start would be Palm Beach County Florida where in one afternoon a person could interact with some of the richest individuals in this country then drive west to Belle Glade and see some of the most intense abject poverty in this country. It's sick and if people actually witnessed this stuff in person, it has way more of an impact than pictures or words on a screen. I support high taxation on the ultra-wealthy because I do not support people suffering in poverty without proper food or shelter.",1,1,0
A1ULZEKGAZ6D0E,257,0,NA," income inequality is comparable to other developed countries before taxes and transfers, but is among the highest after taxes and transfers, meaning the U.S. shifts relatively less income from higher income households to lower income households.",1,0,0
A1V2AXAOP2XLND,258,0,NA,I think there is a problem with economic equality in this country.  There are less opportunities for poor people to advance because they are unable to pay housing in areas with good schooling and in turn do not get the basic education they should.  Because of this and the lack of fund to go to college young people cannot advance themselves.  There should be a government overhaul of way the school system is run and education reform which allows for all students to get the education they deserve.  There should be incentives for a free or low cost college education for all students.  This will help them get better jobs and hopefully start closing that gap between the rich and poor in this country.,1,1,1
A1VVWVCJQ56X7J,259,0,NA,Yes economic inequality is a definite problem in this country. Raising the minimum wage would be a good step to improving economic inequality.,1,1,0
A1WYMR7MGOCO83,260,0,NA,I don''t know that the government can be trusted to reallocate anyone's wealth.  It's  a change that has to be made on a more social level.  I don't know what that would look like though.  A tax code that wasn't so complicated would be a good start at getting a handle on things. If we could do that then we could move forward and try to find some solutions to the problem.,0,0,0
A1X04W4VU2I2CY,261,0,NA,"Yes, I believe there is a big gap. I think the Government should offer free schooling/classes so people can get better jobs which equal higher pay",1,1,0
A1XV7S4K7NMUQM,262,0,NA,"I think that economic inequality is an issue in the U.S. because it keeps the cycle of poverty ongoing. I think that it's the government's job to make things equal for everyone so that hard work is the only way people can move ahead. I would like to see policies such as a universal basic income, free pre-school, and free college as these give people the tools to (i) advance themselves and (ii) take risks to advance themselves while being supported by the government.",1,1,1
A1XZZ0URZ3YYP5,263,0,NA,"I do not think it is a problem.  Many people who have a lot of wealth have it because they either worked hard for it, or their ancestors worked hard for it.  I do not think they should have to give their money away or share it just because some others chose not to work hard.  I do not think the government needs to intervene or put in any policies on this topic.  In America you can choose to make your own way.  You should not expect a hand out.",0,0,1
A1YH2I4Y2SYAXJ,264,0,NA,"The government should first be cleaned out of the current oligarch money thieves, hoarding money and making policy to give them more money and neglect minorities and the poor. Then an honest government needs fix these problems, starting with taxing the hell out of gazillionireto",1,1,0
A1YOM14RNAUWT3,265,0,NA,"I believe it's a huge problem. I feel if someone wants a job, they should be able to have one, regardless.  Everyone who could, should.  The system needs to be more equal and rid itself of classes.",1,1,0
A1ZS2VL87B5K2I,266,0,NA,i think that the government  should pursue policied to reduce economic gap. the rich should be taxed way more,1,1,0
A22A52DRIIEV6K,267,0,NA,i support equality on all levels,1,0,0
A230VUDYOCRZ4N,268,0,NA,"I think there is income inequality and the government should help equalize it somehow.  I do not know how.  I think that some people are simply paid too much whereas the poor isn't paid enough.  Example, celebrities are paid way too much.  Millions per movie.  CEO is paid a lot larger compared to simple workers.  It is understandable that they should but there is just too much of a gap.",1,1,0
A24T9XN1KYZSCY,269,0,NA,Yes i think economic inequality is a big problem in united states because the government should be see all people equality and should be know about peoples economic situations.,1,0,0
A26A4HEBGP2MOX,270,0,NA,I think it's a huge problem. We have let capitalism run wild and the corporations control everything; even many of our politicians. The government needs to break up any corporation that makes greater than 3 percent of U.S. GDP. I would also like to see the government imply a marginal tax to the rich in this country at a rate of 90%.,1,1,1
A26T6O5EFR54A9,271,0,NA,"Increased marginally tax rate for the very wealthy and inheritance tax, the wealthy need to contribute proportionally.   I also think the minumum wage needs to be increased, CEOs earn way too much compared to emplyees",1,1,0
A27186NOW2EVJJ,272,0,NA,"Almost three years to the date since Occupy Wall Street first raised the consciousness of Americans about the wide economic disparities between the richest one percent versus the 99 percent of U.S. earners, new Federal Reserve data confirms that wealth and income inequality in the U.S. is accelerating.  Results from the Fed's 2013 Survey of Consumer Finances show that the top 3 percent own 54.4 percent of America's wealth, an increase of almost 45 percent since 1989 and the bottom 90 percent own only 24.7 percent of wealth, a drop of 33.2 percent over the same time period. Similarly, the share of total income for the top 3 percent of families rose when compared to 2010 but the bottom 90 percent of families saw their share of total income declinePerhaps not surprisingly, the survey found significant disparities by race, class, homeownership status and education; with income and wealth increasing for non-Hispanic whites, the rich, homeowners and those with more education while it decreased for blacks, lower income households, renters and those with less than a college education.",NA,NA,NA
A27SMEOPKV84VI,273,0,NA,I don't think its a problem because the rich is helping the economy buy running corporations and businesses here in the USA.  I don't think its a good thing to have government try to regulate this.  Its going to create more resentment between income classes and more violence.,0,0,0
A28C4YC9WPNYG2,274,0,NA,Yes economic inequality is a problem in the united states. Government should provide the jobs more easily and to increase minimum income rate. It helps people.,1,1,0
A29RTM0C6FDCYW,275,0,NA,"I don't think that the government should interfere. It puts people who have worked hard and earned their money at a disadvantage. Many of the people that are struggling financially didn't bother to get an education or do anything to improve their standing. Why should they get to leech off the government and take the wealthier people down with them. I grew up in a poor neighborhood, and I am living proof that with hard work, education, determination and a little luck, the system is set up to let you enter any social economic class that you want to. It just requires that you makes sacrifices and some of the hard choices in life.",0,0,1
A2C6HMH2FDM2CI,276,0,NA,economic inequality is a made up problem in the UNited States. It comes from the socialists and leftists who believe in social justice. The government should follow a program of raising the poor not lowering the rich. I am a conservative and know that socialism is a non-starter in this country.,0,0,1
A2DNLHS1RSTF5R,277,0,NA,i cant think of any laws that would work to fix issues that we have,0,0,0
A2E8RRV64NGTW4,278,0,NA,"Taxing the Ultra Rich a proper protion for their money. Stop giving welfare to corporations and ignoring people who actually need it. The super rich try to make it seem like they deserve all these benefits and billions of untaxed dollars when really they make their money off cheap labor. Thousands of people working crap hours, in crap conditions for crap wages make them rich.",1,1,0
A2G0GS8LJN1YMY,279,0,NA,"absolutely not outside of all societies, wealth is created by a class system, not by a socialist initiative",0,0,0
A2GYIYSU8ZXJP3,280,0,NA,"I don't think everyone should have an equal income, but I think the inequality should be reduced. For example, doctors should always be paid a lot more than cashiers given their education level and difficulty of work. Cashiers should still be paid a living wage. Minimum wage that is around $7 right now is too low. That is hardly enough to even support one person. I feel like a minimum wage should be around $12-15, and CEOs should be paid less. They shouldn't have to increase their products pricing with the excuse of ""labor costs more so now the products must cost more."" There should be laws put in place to make the CEOs still allowed to be rich but not at the expense of their underpaid workers.",1,1,0
A2HZ4P7KNM5SIE,281,0,NA,I am not sure about it.,NA,NA,NA
A2KMJE72HDDVGP,282,0,NA,I believe there should be a country wide basic income policy. This will make sure people who fall on to hard times have a safety net.,1,1,0
A2NJ6AR78O07FD,283,0,NA,"Economic inequality is a problem in the United States, but I believe government is to blame because of lobbying laws and crony capitalism. The government caused the problem, and I do not think the American people can trust to government to correct it. I believe that awareness of companies' bad behavior and a refusal on the part of Americans to do business with companies that behave badly is the way to correct the problem.",0,0,0
A2PBRGT71DUYOY,284,0,NA,I think there's a large gap between the very rich and everyone else. I think the rich should be taxed more.,1,1,0
A2QFZ2524HID2B,285,0,NA,How about equal taxation between large corporations and the general public. Like Amazon for example.,1,1,0
A2R89RXGEVG05I,286,0,NA,"I don't think the government should get involved with economic inequality. I think it is up to individual communities to address those issues and individuals to take advantage of opportunities in place to reduce their financial hardships.  Most of the inequality, I feel, would be reduced if those with middle and lower incomes would give up their desire to have unnecessary items in their home and unnecessary  bills. Or, at least that is what I have seen over and over in those situations.",0,0,0
A2SO6K35NMGBB7,287,0,NA,I really don't think any laws will help.  I think laws will just make inequality on either side.  Equality is a myth.,0,0,0
A2SQNFOLWYZ0MU,288,0,NA,"Economic inequality is definitely a problem. Many economists believe in the ""trickle down"" theory that the rich will create more jobs, but we are not seeing that happen in reality.",1,1,0
A2T7VIFQS647LC,289,0,NA,I feel like the wealth hoarding by the upper 5% of the population has created such a large gap in wealth that a full blown wealth redistribution package needs to be implemented. This is why I may vote for Bernie Sanders.,1,1,1
A2V3ECGQQYNO85,290,0,NA,"Economic inequality is a problem in the US and the world. People who live in poverty have less access to education, health care, housing, nutrition, safety, employment, clean water and many other things that others may take for granted. The government should act to increase access to basic human needs because this makes the country stronger, the economy grow and helps temper crimes of desperation and need. I think there should be free access to health care, quality education through college level, affordable housing, employment, clean water and proper nutrition. These services should be financed through proper taxation of individuals, corporations, inheritance and real estate. These projects should also used to provide employment and training within the communities they serve.",1,1,0
A2VJTF9M2EEOY6,291,0,NA,".  A justification for reducing inequality through non-voluntary means, such as taxation, needs to explain why redistribution of this kind is not just robbery",0,0,1
A2Z0KV36IPQDD1,292,0,NA, ,NA,NA,NA
A2ZDEERVRN5AMC,293,0,NA,"I do agree the gap is massive, especially in the USA. I can't pretend to have any idea how to fix this issue, though. I would definitely want something in place to ensure a CEO doesn't make 500,000 times what the majority of his workers make.",1,1,0
A2ZGAH6NOSU2PO,294,0,NA,Yes it is a problem and the Government should do something to bridge the gap.  Jobs that pay higher and the gap between CEO and employees should be decreased.,1,1,0
A2ZL5GAZK6S0H1,295,0,NA,it is a problem and I think they should. I think we should start taxing the rich at 90 percent if they're millionaires or higher and give it to the poor. this is so we can have equality across the nation and no one will starve.,1,1,0
A31681CCEVDIH3,296,0,NA,"I don't think it's a problem really, I think trying to force income equality would create bigger problems",0,0,0
A3686GG56DXS8W,297,0,NA,"Yes, I think it is a problem for humanity. There should be greatly increased taxes for the wealthy in order to provide services and help to the less fortunate. There should be a standard of compassion and decency for all people born into any negative environment and economic group.",1,1,0
A38GDX3E9QCM76,298,0,NA,"I think it's a huge problem, yes. We have a handful of billionaires that have vast resources to protect and further grow their fortunes. They use these resources to lobby, they take every tax loophole/avoidance scheme they can. In some ways I can't blame the individuals, they are being prudent with their resources. The system is broken and needs to change though. Kill the tax avoidance/loopholes issue. Tax and audit the megacorps and ultra-wealthy. Use those resources to build a platform to bring up our middle class. A strong middle class creates a better economic situation for the country.",1,1,0
A3AO6M3YRN6PVV,299,0,NA,They should reduce the gap in economic inequality because it's a big problem in America. I think there should be a standard national pay and better education and training opportunities.,1,1,0
A3EQR9C0L23O6E,300,0,NA,"I think there is a problem with certain people making an enormous percentage more than others in the same company. I realize education and willingness to take risks is often the difference in income, but companies need to be more fair in determining wages and distribution of profits. I do not believe this is something that should be rectified by the government as government interference is often detrimental. the government is the most inefficient and corrupt body in the US.",0,0,0
A3J0ZJRVD5882T,301,0,NA,"most of the qualities the government should be .. making policies that enable entrepreneurs and the private sector function well, because this sectors helps to balance this inequalities.",0,0,0
A3OMORMMKTV694,302,0,NA,"I do believe that economic inequality is a problem.  However, I have not seen any suggested policies for changing this through governmental means that makes any sense.  While I sympathize with the scenario, I don't believe in any government efforts at 'redistributing wealth'.  I also find that other programs such as affirmative action unfairly disadvantage groups of people for the benefit of other groups of people, which I do not believe is just, either.  I do not have a policy suggestion, unfortunately, but I am not in favor of anything I have seen up to this point.  Again, I do agree that it doesn't make sense to have such a massive unbalanced distribution of wealth in this country, though.",0,0,0
A3QUTOJ3J3ZIMV,303,0,NA,"I don't see how you can't have an economic inequality gap. There will always be rich and poor. Maybe there should be a cap on the super rich, they can only make so much money, and any more they make has to be donated to charity. That could help some people from getting too greedy and stepping on the less fortunate to get ahead.",1,0,0
A3VA5BS033GXU0,304,0,NA,"I think that the US needs to fix their tax code such that there is more equality between amount of money paid and amount of money earned. Similarly, fines should reflect those values, such that lower income families are not crippled by their inability to pay fines. Overall, economic inequality is an issue in this country, but at the same time, I don't want people to be punished for earning more money, which is sometimes the case when entering a higher tax bracket. The US should be able to regulate what is considered properly earned clean money, and what is money that is obtained through other means. I am concerned for example how much tax is avoided when you donate money to a charity. While it is a good cause, the donators should not necessarily avoid paying an even larger amount of money from their taxes. Not to mention people donate to their own charities, and the money may just recirculate within the family. This type of behavior is almost corruption even if it is not against the law. For poorer people, the opposite is true. Money is spent like water already, and yet further fees pile up, and there is no end really in sight. One needs a certain amount of money or opportunity to make a chance which isn't always readily available. As such, I feel the aforementioned policies may help to alleviate some of the issues.",1,1,0
A5R2QJKK4Z23V,305,0,NA,"I would like to see those with high incomes taxed more, there should be more help to those who cannot afford things like basic heathcare, housing and food.",1,1,0
A7YK2E0G9N9HC,306,0,NA,People should be helped by the government to succeed with life through education and providing good support system. With better opportunities and training people will succeed economically which in turn will narrow the economic inequality,1,1,0
A9KPD7Y55PU9Q,307,0,NA,"Under no circumstances should someone making $75000 a year be paying more in taxes than someone making $100,000,000. The tax loop holes that let people not have to pay any taxes should be stopped.",1,1,0
AC6Y70F8YSHJN,308,0,NA,I do believe the inequality is too high but i dont think there should be new policies i think there should be less. The current policies create trust/monopolies that prevent the competition that would lead to better products and new companies to rise up. Laws should apply to everyone not benefit any group over any other and should only protect one person from anther not from themselves or prevent competition.,0,0,0
AC8AP945KVJW5,309,0,NA,There should be equality so that no one feels inferior due to economic prowess. The gap should be reduced,1,1,0
ADB4T3R6KXQ73,310,0,NA,"The rich are the big gainers, people believe if they work hard enough they would become rich but that is not always true. Government should pursue policies to uplift people and reduce inequality",1,1,0
AFLEU7YLJ3MMF,311,0,NA, ,NA,NA,NA
AHJY77ODGYJ69,312,0,NA,I don't think it bothers me that this country is made up of rich and poor.  If you want to make more money you have to go out and work for it.,0,0,0
AHZ85XZUSXVLR,313,0,NA,POOR ALSO GO TO  THE RICH,NA,NA,NA
AJW3PL5UDH4BP,314,0,NA,"Yes, the gap between the rich is poor is far too great. Perhaps ""taxing"" the super that make above a certain amount a year and then redistributing that money to poorer people that fall below a certain income a year.",1,1,0
AMSAIACF91GM3,315,0,NA,Universal basic income,NA,1,1
ANNVWKERLZG9A,316,0,NA,"Of course it is a problem. Wealth has increased over the past few decades, but wages are stagnant and value of wages against inflation has gone down. The stock market booms while Main Street suffers. We have more billionaires than ever, but we can barely continue key services. In a country as rich as ours, homelessness should not exist.",1,1,0
AOS2PVHT2HYTL,317,0,NA,"I think economic inequality exists, but I don't think the government should be involved in pursuing policies to reduce it.  I have no problem with people attaining wealth honestly.  The government does not need to get involved because this will be the beginning of socialism.",0,0,1
AOWY4TEB0UCMX,318,0,NA,I do think it is a problem but I think its a problem mainly because people don't want to work hard to get the best education to get a good paying job. There are some cicumstances where this is not true but I think most cases it is.,0,0,0
APXNY64HXO08K,319,0,NA,The gap is too large. It is not right that 1% hold most the wealth. Taxes should be raised for them and subsidies given to impoverished.,1,1,0
ARE37A8I60U7S,320,0,NA,"I think the government should give every person a guaranteed, basic income so that they can pursue what they desire in life without having to work their life away just to support themselves.",1,1,1
ARMNJ45ULKPD1,321,0,NA,"The US is one of the most unequal country in the world and this has a terrible effect on a lot of Americans, Of course the government should reduce the gap, rich people should pay more taxes, universal healthcare should be implemented, college tuitions should be free etc.",1,1,1
A15ZLQU8M9MMXS,322,0,NA,here gap was maintained between rich and poor people due to inquality economics issue. so we need to implement income factor and reduce tax  then it will helpful to reduce the gap.,NA,NA,NA
A1AFYCDF0XTXC9,323,0,NA,It is a problem. The gap should be reduced for equality,1,1,0
A1FNA7IS6HB59,324,0,NA,"Because people do not like unfairness, if there was less inequality there would be greater social harmony",1,1,0
A1NDMFN9A5G25G,325,0,NA,It is a problem.  The government should work to reduce income inequality.  Tax changes and job programs/training should be implemented.  I believe not everyone has the same opportunities so we have to give others opportunities that they cannot find for themselves.,1,1,0
A1WZBK5PRHBW3H,326,0,NA,"Paid college tuition, helps more people get jobs",1,1,0
A30KYQGABO7JER,327,0,NA,I think that economic inequality is a problem in the United States. I think it is due to the lack of social mobility. Poor people grow up poor. The government should provide low income people with free college education and healthcare.,1,1,0
